Label,Phase,RuntimeMS,Rank,MixType,Done%,DoneBytes,MiB/s,IOPS,Entries,Entries/s,Active,CPU,Service,
,READ,50500,Total,,98,2176367460352,11451,91612,213,16,43,6,,
,READ,50750,Total,,99,2179028877312,10152,81220,217,16,39,4,,
,READ,51000,Total,,99,2181606932480,9834,78676,220,12,36,5,,
,READ,51250,Total,,99,2184110931968,9552,76416,224,16,32,4,,
,READ,51500,Total,,99,2185383903232,4856,38848,225,4,31,4,,
,READ,51750,Total,,99,2187405557760,7712,61696,228,12,28,4,,
,READ,52000,Total,,99,2189504544768,8007,64056,234,24,22,3,,
,READ,52250,Total,,99,2191289090048,6807,54460,240,24,16,2,,
,READ,52500,Total,,99,2192466247680,4490,35924,244,16,12,2,,
,READ,52750,Total,,99,2194383568896,7314,58512,248,16,8,2,,
,READ,53000,Total,,99,2195431358464,3997,31976,253,20,3,1,,
,READ,53250,Total,,99,2196058800128,2393,19148,253,0,3,2,,
,READ,53500,Total,,99,2196669726720,2330,18644,253,0,3,1,,
,READ,53750,Total,,99,2196929642496,991,7932,253,0,3,2,,
,READ,54000,Total,,99,2196936720384,27,216,253,0,3,3,,
,READ,54250,Total,,99,2197267808256,1263,10104,254,4,2,0,,
,READ,54500,Total,,99,2198096314368,3160,25284,254,0,2,1,,
,READ,54750,Total,,99,2198845784064,2859,22872,255,4,1,0,,
